day,lpobs,mu,low,high
319,-12.497990525934167,-12.622761327032912,-12.766200069184398,-12.467691381647754
320,-12.990339004499095,-12.921770366209186,-13.071694483210152,-12.773265653119743
321,-12.838620612604736,-12.984953700559176,-13.141315785952125,-12.806955494929422
322,-14.31803340890769,-13.496309097922312,-13.723054974656344,-13.259950937095839
323,-12.826864931781703,-12.935965511456914,-13.084366155250112,-12.781446834677528
324,-12.60073629401115,-12.84253824550565,-13.0138526272509,-12.664761628220653
325,-13.94895578020957,-13.321099844277247,-13.508949305619558,-13.10949754263538
326,-13.136755533898203,-13.22916356999873,-13.404513002051239,-13.05366755291268
327,-13.25137535408619,-13.299160351988402,-13.475319173234173,-13.103048039542493
328,-13.452251126646372,-13.464647015414558,-13.648228775167986,-13.25520248297123
329,-14.33605341611163,-13.763435370787434,-13.991685538986397,-13.518574097797869
330,-13.021878954261263,-13.062361772822356,-13.2455760255453,-12.876779406296734
331,-12.464758679234325,-12.69579100325911,-12.871333300455158,-12.525245016470846
332,-13.143709257717203,-13.098474163568417,-13.287386441865944,-12.920063849711187
333,-13.623532729077636,-13.489125436954447,-13.682564309659583,-13.282876612674404
334,-13.693655681102827,-13.516870790822306,-13.714528543128779,-13.2843528040895
335,-12.766701253723289,-13.018341477540693,-13.18843130866679,-12.850879326913281
336,-13.981111645230106,-13.563770525146952,-13.768144032343912,-13.360369308081498
337,-13.434914632222974,-13.595238926702569,-13.806420606542934,-13.373761422402282
338,-14.98669339946721,-13.846386384015746,-14.112058332089925,-13.54751026677712
339,-12.892338705389086,-12.981451386725228,-13.167101283010805,-12.78051139634257
340,-13.002606599745526,-12.918784739980595,-13.06978223791943,-12.762253331500066
341,-12.50754123106613,-12.67629007256284,-12.849267025690555,-12.499987236264477
342,-13.231009888261502,-13.171090726611295,-13.335795946589272,-12.994342599104145
343,-14.00018954217471,-13.481511119488486,-13.699090807168481,-13.254435007379575
344,-12.632695467292105,-12.716669871755252,-12.873522703494125,-12.55811787870148
345,-12.580341317266308,-12.633666974402969,-12.812869034727374,-12.454366556778693
346,-12.77346564487104,-12.721763479128814,-12.898119001436653,-12.548185165254996
347,-12.416376114678878,-12.484572986396708,-12.62123204763479,-12.349773883228771
348,-12.502436918364788,-12.53606318038352,-12.668644407035721,-12.399514519638835
349,-12.553017530604082,-12.602253487766927,-12.720478148122629,-12.46799162628178
350,-12.692603527544692,-12.767305490113063,-12.913398143429696,-12.6247303129327
351,-13.384267975801997,-13.1674698887824,-13.329202640180148,-13.004312456600783
352,-13.321868120681055,-13.15098067235919,-13.332362378467081,-12.9395084032055
353,-12.629080550771635,-12.830483432565547,-13.00371398400951,-12.657969710606501
354,-13.377667834920915,-13.112105302245133,-13.288112963228611,-12.93194488088936
355,-12.236161488786344,-12.391832099388271,-12.525153580871754,-12.247309455607299
356,-12.917384800948055,-12.891988096876526,-13.032363506116058,-12.757805949758875
357,-13.46260991096879,-13.169268701778456,-13.321865645802136,-12.99645228919858
358,-12.677801868415793,-12.81184724827911,-12.97166223470498,-12.66880730938671
359,-13.33408935559168,-13.026651380934812,-13.201071438021424,-12.812695543858313
360,-12.510100585707866,-12.609168006951911,-12.758071184363232,-12.448615917511107
361,-12.501676274149782,-12.581834704951605,-12.72841788364227,-12.42333094833303
362,-12.940739250077167,-12.860353008018036,-13.02771046000882,-12.704955126025295
363,-12.860010246208196,-12.767635374328403,-12.914734394915232,-12.59734141871286
364,-11.938974083243622,-12.002300473290537,-12.132199461121182,-11.866761946545513
365,-11.672919663139389,-11.756546733438931,-11.86797442827745,-11.63771648963433
366,-12.928516111214092,-12.627798925052167,-12.874230333612976,-12.387556640764736
367,-11.412497210135735,-11.562589146929511,-11.68578638070457,-11.440558826754167
368,-12.409671060605062,-12.342790152531093,-12.478472949532025,-12.185887762550236
369,-12.120606926542385,-12.22716232199016,-12.3498419221776,-12.103352890156632
370,-12.67609893076926,-12.688106005757358,-12.847905517768815,-12.53487841009774
371,-13.420589593052409,-13.090811406167566,-13.262658305135659,-12.91886160324696
372,-12.933542857112718,-12.877646955741568,-13.04023751534267,-12.71128239151795
373,-12.286636975376965,-12.289249936716304,-12.441681691999888,-12.109441220984989
374,-11.483510957873195,-11.583550120509404,-11.695179313287126,-11.477521215717683
375,-12.74588131636342,-12.768845818382934,-12.921096694555217,-12.621009541883982
376,-13.093659535579949,-13.030386847732158,-13.180753229855368,-12.870391528184614
377,-13.120228099319815,-13.118593928834073,-13.301447126860301,-12.931711250901408
378,-13.504985756070827,-13.280548876215768,-13.485138199075118,-13.04442649179366
379,-12.042320603119904,-12.17687920782958,-12.306150032493294,-12.041592422069202
380,-13.04595522339794,-12.842818190226318,-13.003955544027018,-12.67553359079425
381,-12.959239853411423,-12.90256976803973,-13.072943606718134,-12.72809896234171
382,-12.621598433188343,-12.835819817921921,-12.98880144184539,-12.674046152383813
383,-14.276020935213717,-13.489363772197628,-13.664966474645043,-13.284954325032384
384,-13.416171708454327,-13.354997936168651,-13.545839983682452,-13.159195062897943
385,-12.782685207265628,-12.821918601363963,-12.971526264011148,-12.663199551189173
386,-12.256136827725856,-12.40130593826841,-12.561369632796833,-12.245816249419814
387,-12.879181008403185,-12.766509788584544,-12.943694519258031,-12.590343564350412
388,-12.732043302113384,-12.737744179679645,-12.897817944429033,-12.571734604255429
389,-12.39250940745097,-12.542141341762022,-12.688906417854444,-12.39115677262679
390,-13.838370516660136,-13.213609381669883,-13.368083654097703,-13.044063803118977
391,-13.060556765646261,-13.15949487388417,-13.321296865491274,-12.977908619541084
